IntentID,IntentName,Query,Response,Action,InputContent,OutputContent,Lifespan
2372,2372,ASKED ABOUT PLANT PROTECTION IN TIRMERIC ?,LIMBOLI ARK 1500 PPM -2 ML /LITRE,,,,
2373,2373,ASKED ABOUT FERTILIZER DOSE FOR GROWTH OF COTTON?,00:52:34-60 GRAM + MICROLA-30 MILI / 15 LITER WATER.,,,,
2374,2374,FUNGAL ATTACK ON CHILLI ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL,,,,
2375,2375,ASKED ABOUT  SOWING TIME OF SAFFLOWER ?,CULTIVATION TIME OF SAFFLOWER- SEPTEMBER - OCTOMBER,,,,
2376,2376,asked about attack of mealy bug on custard apple ?,spray nuvan 15ml / 15 liter of water OR verticilium lacani 40ml / 15 liter of water for controlling meali bug on custard apple,,,,
2377,2377,ASKED ABOUT FUNGUS ATTACK ON TURMERIC ?,FUNGUS ATTACK ON TURMERIC- Redomil Gold 45 gm+humic Acid 30 ml(Mephonaxon+mancozeb)syngnt,,,,
2378,2378,asking about sucking pest on cotton ?,Spray Chloropyriphos 30 ml/15 Lit of Water.,,,,
2379,2379,ASKING ABOUT ATTACK OF FUNGAL Downy or Powdery CONTROLL on turmeric ?,Spray Antracol 25 gm/15 Liter of Water (Propineb)-Bayer,,,,
2380,2380,ASKING SEED RATE OF GRAM ?,"Sowing method and seed ratio



       Generally, sowing of native greenbushes should be done by Prabhari or Tiffani. Keep the sowing distance to 30 x 10cm.



For small grains (eg flowers, G-12) - 60 to 65 kg / ha.



For moderate grains (Vijay) - 65 to 70 kg / ha.



For tip-and-grains (Faith, Digvijay, Virat) - 100 kg / ha.",,,,
2381,2381,ASKED ABOUT YELLOWING ON TURMERIC ?,12 61 00- 60 GM  + MICROLLA 30 ML + M 45-40 GM /15 LITER WATER,,,,
2382,2382,Asked about Attack of white fly on chilli?,Attack of white fly on chilli-Spray of Ullala 8 gm/15 Lit of Water.,,,,
2383,2383,FUNGAL ATTACK ON TURMERIC ?,Spray Cabriotop 30 gm/15 Liter of Water-metiram (dithiocarbamate),,,,
2384,2384,ASKING ABOUT FERTILIZER SPRAY ON TURMERIC ?,FERTILIZER SPRAY ON TURMERIC - SPRAY 12 61 00 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,,,,
2385,2385,ASKED ABOUT ATTACK OF BLIGHT ON CABBAGE?,SPRAY BAVISTIN- 30 GRAM / 15 LITER OF WATER,,,,
2386,2386,ASKING ABOUT BLIGHT ATTACK ON TURMERIC ?,BLIGHT ATTACK ON TURMERIC - SPRAY RIDOMIL GOLD 30 GM ( METALAXYL 4 % + MANCOZEB 64 % )+ MICROLA 30 ML / 15 LITERS OF WATER. SYNGENTA,,,,
2387,2387,FERTILIZER SPRAY ON TURMERIC,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,,,,
2388,2388,FARMER ASKING ABOUT THE SOWING TIME OF JOWER ?,AFTER 15 TH OCTOBER,,,,
2389,2389,ASKED ABOUT ATTACK OF CATERPILLAR ON TUR ?,ATTACK OF CATERPILLAR ON TUR - Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,,,,
2390,2390,ASKED ABOUT FRUIT AND SHOOT BORER ON BRINJAL?,SPRAY TRIZOPHOS + DELTAMETHRIN 2 ML / LITTER WATER,,,,
2391,2391,Asked about Yellowing leaves on turmeric?,Yellowing leaves on turmeric-Spray of Bavistine 30gm + microlla 30ml/15lit of Water.,,,,
2392,2392,ASKING ABOUT CONTROLL OF BLIGHT ATTACK on turmeric ?,contaf 15ml /15 LITERS OF WATER,,,,
2393,2393,Asked about Attack of sucking pest in bhindi?,Attack of sucking pest in bhindi-Spray of bio-303 15ml/15 liter water.,,,,
2394,2394,asking about termeric crop?,Spray Quinolphos 30 ml / 15 liter water,,,,
2395,2395,ASKED ABOUT FERTILIZER SPRAY FOR PIGEON PEA AT FLOWERING STAGE ?,FERTILIZER SPRAY FOR PIGEON PEA AT FLOWERING STAGE  SPRAY 12 61 00   60 GM + CALCIBOR - 50 GARM /15 LITERS OF WATER,,,,
2396,2396,ASKED ABOUT VARIETIES OF GROUNDNUT?,"YOU CAN USE FOLLOWING SB 11, TAG 24, PHULE UNNATI",,,,
2397,2397,MANAGEMENT IN BENGAL GRAM ?,SPRAY Pendimethylin 1-1.5 kg a.i/ha in 800-1000 lit of water,,,,
2398,2398,ASKED ABOUT ATTACK OF SUCKING PEST ON COTTON ?,Spray Regent 20 ml/15 liter water(Fipronil 5 SC)-.BAYER CROP SCIENCE,,,,
2399,2399,ASKED ABOUT GROWTH OF DRUMSTICK?,SPRAY 00 52 34  60 GM + MICROLLA  30 ML /15 LITERS OF WATER,,,,
2400,2400,asked about blight in methi,Spray m-45 20 gm /15 liter water.(Mancozeb) INDOFIL,,,,
2401,2401,ASKED ABO0UT BLIGHT IN MARIGOLD ?,BLIGHT IN MARIGOLD- Spray Curzate 25 gm/15 Liter of Water (Cymoxanil+Mancozeb)-Dupont,,,,
2402,2402,asked about Tuber fly in turmeric ?,Tuber fly in turmeric - Phorate(Thimet) 10kg/Acre Application.,,,,
2403,2403,Attack of White Fly on chilli ?,Spray Ullala 8 gm/15 Lit of Water.UPL,,,,
2404,2404,ASKED ABOUT CATERPILLAR ATTACK ON TURMERIC ?,CATERPILLAR ATTACK ON TURMERIC - spray Chloropyriphos 40 ml / 15 lit of water.,,,,
2405,2405,Asked About Attack of White Grub ?,Drenching of Chloropyriphos 40 ml + Blu Copper-30 gram / 15 lit of water.,,,,
2406,2406,asked about tuber fly in turmeric ?,DRENCHING OF HAMALA 550 1500 mili / 200 liter of water through drip,,,,
2407,2407,ASKING ABOUT REDDNING OF COTTON?,SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE,,,,
2408,2408,ASKING ABOUT ATTACK OF CATTERPILLAR ON pigeon pea ?,Spray Chloropyriphos 30ml(Blaze (Indofil))/15 Liter of Water.,,,,
2409,2409,ASKED ABOUT ATTACK OF THRIPS ON PAPAYA?,???? ????????? 04 ????/15???? ??????????? ???? ?????? ?????.,,,,
2410,2410,asked fertiliser spray for,SPRAY 19 19 19 40 GM + MICROLLA 30 ML + humic acid 30 ml/15 LITERS OF WATER,,,,
2411,2411,FARMER ASKED ABOUT NUTRIENT MANAGEMNET FOR TURMERIC ?,ABOUT NUTRIENT MANAGEMNET FOR TURMERIC USE 12:61:00 6 KILO THROUGH DRIP.,,,,
2412,2412,FERTILIZER drenching FOR GROWTH on turmeric?,FERTILIZER drenching FOR GROWTH on turmeric-SPRAY 19 19 19-3kilo + MICROLLA 300 ML+humic acid-300 mili /15 LITERS OF WATER,,,,
2413,2413,asked about fertilizer dose for banana.,irrigate uria 2 kilo + 00:52:34 5 kilo / ekar through drip.,,,,
2414,2414,ASKED ABOUT ATTACK OF BLIGHT  ON CHILLI?,Bavistin -30 gram + microla- 30 mili / 15 liter water,,,,
2415,2415,snail attcked on citrus ?,JADAM Organic dreanching to plant 60 gram /plant,,,,
2416,2416,ATTACK OF  WOOLY APHIDS on turmeric ?,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,,,,
2417,2417,saowing time of wheat ?,saowing time of wheat = fist 15 days of november,,,,
2418,2418,Asked about attack of fruit borer on tomato ?,For control attack of fruit borer on tomato Spray Quinolphos 30 ml / 15 liter water,,,,
2419,2419,sucking pest attack on turmeric ?,sucking pest attack on turmeric =Spray Actra 5 gm + bavistin 30 gm /15 Liter of Water(Thiomithoxom 25%)-Syngenta,,,,
2420,2420,"Asked About Flower Drop Of Cotton?

ASKED ABOUT VARIETIES OF BENGAL GRAM ?","SPRAY CALSIBOR 30 GM /15 LITERS OF WATER

VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12",,,,
2421,2421,Asked about attack of sucking pest on brinjal ?,For control attack of sucking pest on brinjal Spray Ullala 8 gm/15 Lit of Water.,,,,
2422,2422,Asking About Market Rate of soybean in RISOD market?,"In RISOD market -

Market Rate of soybean -Minimum- rupees/qtl and maximum -rupees/qtl",,,,
2423,2423,Asking About Market Rate of green gram in risod market?,"In risod market -

Market Rate of green gram -Minimum- 4900 rupees/qtl and maximum - 5200 rupees/qtl",,,,
2424,2424,RUST ATTACK ON TURMERIC ?,SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA,,,,
2425,2425,Farmer asked about market rate of soyabean?,"Market price of soyabean -

Min- 3020	Max-3041       Average-3030/quintal",,,,
2426,2426,ASKING ABOUT FOR BLOOSMING in tur?,Spray Boom flower 30ml(DeviCropscience)/15 liter of Water.,,,,
2427,2427,asked fertilizer dose for turmeric?,turmeric - 10 26 26 - 1 bag/acre,,,,
2428,2428,Asking about grouth Spray for Lemon?,SPRAY 19 19 19 60 GM + MICROLLA 30 ML /15 LITERS OF WATER,,,,
2429,2429,ASKED ABOUT REDDENING OF COTTON ?,SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE,,,,
2430,2430,asking about caterpillar on cotton ?,Decis 100-4 ml/15 liter water.( Deltamethrin 100  % EC) Byer Crop Science,,,,
2431,2431,ATTACK OF BLIGHT ATTACK AND LEAF EATING CATERPILLAR ON TURMERIC ?,Blight attack control -Spray Blue copper -30 gm/15 lit water.(COPPER OXYCHLORIDE 50% WP)  SYNGENTA + Spray Chloropyriphos 30 ml/15 Lit of Water.,,,,
2432,2432,attack of stem borer?,Spray Blue copper -30 gm  +nuvan 20 mili/15 lit water.(COPPER OXYCHLORIDE 50% WP),,,,
2433,2433,"FOR FLOWERING TUR ? +

ATTACK OF LEAF EATING CATERPILLAR ?","Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE

+	Spray fame  5ml/15 Lit of Water. (Flubendiamide 480 SC )- Byer Crop Science",,,,
2434,2434,gram field preparation,"The name of the crop-Harbara (15 September, 20 october, December)

Seed ratio (km / ha) Vijay-22-23, Vishal-15-16, Digvijay-11-12

Sowing distance (cm) -30-45 * 10

Hectare production (quintals / ha) 12-20

Period of crop (days) 100-115

Revised caste-Vijay, Digvijay, Saki 9 516, Virat",,,,
2435,2435,Asked about BLIGHT ATTACK on Turmeric ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL,,,,
2436,2436,ASKED ABOUT ATTACK OF BLIGHT ON MANGO?,ATTACK OF BLIGHT ON MANGO-SPRAY OF SAAF 30 GM / 15 LITERS OF WATER.,,,,
2437,2437,attack of fruit borer on brinjal ?,Spray Chloropyriphos 30 ml/15 Liter  of Water.,,,,
2438,2438,ASKING ABOUT WHEAT SOWING PERIOD?,Complete the sowing of horticultural wheat in the first fortnight of November,,,,
2439,2439,"ASKING ABOUT VARIETIES OF SORGHUM ?



VARIETIES OF SORGHUM -","PHULE CHITRA ,PHULE SUCHITRA ,PHULE MAULI, PHULE ANURADHA, PHULE REVTI, MALDANDI 35-1",,,,
2440,2440,asked about attack of white fly.,Spray Oberon 15 ml / 15 Liter of Water.(Spiromesifen) BAYER CROP SCIENCE,,,,
2441,2441,Asking About Market Rate OF SOYBEAN ?,Market Rate OF SOYBEAN - 2851 rupees/qt.,,,,
2442,2442,fertilizer spray for growth  on redgram?,you can spray 12:51:00- 50 gm + microlla 30 ml / 15 liter of water,,,,
2443,2443,asking about sucking pest on  chili?,BIO 303 -15 ML / 15 LITERS OF WATER DAMAN,,,,
2444,2444,Attack of White Grub on Orange ?,CONTROL OF WHITE GRUB ON ORANGE - DRENCHING OF HAMALA 550 40 ML/15 LITERS OF WATER,,,,
2445,2445,ASKING ABOUT Attack of White Grub ON TURMERIC ?,Attack of White Grub ON TURMERIC - Use Thimate 4 kg / acre.,,,,
2446,2446,ASKING ABOUT ATTACK OF Downy or Blight on turmeric.,"Spray Ridomil Gold 45 gm/15 Liter of Water(64% w/wmancozeb+4% w/wmetalaxyl-M)-Syngenta Contact,Systemic,Protectant",,,,
2447,2447,ASKED ABOUT WHITE GRUB  ON TUR ?,WHITE GRUB  ON TUR -Use Fertera 4 kg /acre,,,,
2448,2448,ATTACK OF LEAF EATING CATERPILLAR on sorghum ?,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,,,,
2449,2449,FRUIT BORER on tur ?,Spray Quinalphos (20 % AF) 22 Ml/15 Liter Of Water,,,,
2450,2450,FERTILIZER SPRAY ON turmeric ?,SPRAY 00 52 34 60 GM /15 Lit of Water.,,,,
2451,2451,Asking About Market Rate OF COTTON?,Market Rate Of COTTON:- 5556	5700	5670   Rupees/Qtl,,,,
2452,2452,ASKED ABOUT FERTILIZER DOSE FOR TUR ?,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,,,,
2453,2453,FERTILIZER SPRAY,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,,,,
2454,2454,FERTILIZER DOSE FOR TOMATO?,13 00 45 3 KG /200 LITER WATER THROUGH DRIP,,,,
2455,2455,Asked about Varieties of brinjal?,"Varieties of brinjal-Manjari gota,vaishali,aruna,pragati.",,,,
2456,2456,attack of stem borrer on mango?,STEM BORRER ON MANGO-SPRAY NUVAN 20 ML / 15 LITERS OF WATER ( Dichlorvos 76% EC),,,,
2457,2457,asked about attack of catepillar on turmeric ?,attack of catepillar on turmeric  - Decis 100-4 ml/15 liter water.( Deltamethrin 100  % EC) Byer Crop Science,,,,
2458,2458,asked about attack of red mite,spray sulphur 2 gram / 1 liter of water.,,,,
2459,2459,asked about fertilizer dose for growth?,10:26:26:1 bag - from drip/ 1 acre,,,,
2460,2460,Asked about Attack of White Grub on turmeric?,DRENCHING OF HAMALA 550 40 ML/15 LITERS OF WATER.,,,,
2461,2461,INCREASE FLOWER ON TUR?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20%)DEVI CROP SCIENCE,,,,
2462,2462,Attack of White Fly  on brinjal ?,Spray Ullala 8 gm/15 Lit of Water.UPL,,,,
2463,2463,FARMER ASKED ABOUT MARKET RATE OF BLACK GRAM   ?,JINTUR MARKET RATE OF 3750-3750 RS /QTL,,,,
2464,2464,FERTILIZER DOSE for citrus crop?,APPLICATION OF 19:19:19 60 GM + MICRONUTRIENT 30 ML+ mahadhan 1 bag / 15 LITRE OF WATER,,,,
2465,2465,ASKED ABOUT THRIPS ATTACK ON CHILLI  ?,SUCKING PEST ON CHILLI - Verticillium lecanii,,,,
2466,2466,asked about attack fertilizer spray on turmeric?,attack fertilizer spray on turmeric: 12:61:00 60 gm / 15 liter water.,,,,
2467,2467,FARMER ASKED ABOUT MARKET RATE of soyabean-?,MARKET RATE of soyabean-2600-3100 RS/QTL,,,,
2468,2468,asked about yellowing of leaves,spray actera 5 gram + antracol 30 gram / 15 liter of water.,,,,
2469,2469,FARMER ASKED ABOUT MARKET RATE OF  cotton  ?,MARKET RATE OF cotton   5500	5611- RS/QTL,,,,
2470,2470,FOR FLOWERING  TUR?,FOR FLOWERING OF TUR : Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,,,,
2471,2471,FARMER ASKED ABOUT ATTACK OF LEAF EATING CATERPILLAR ?,ATTACK OF LEAF EATING CATERPILLAR : Spray Profex super 30 ml/15 liter water.( Profenofos 40% + Cypermethrin4% )Nagarjuna,,,,
2472,2472,asked about shoot boror in turmeric ?,shoot boror in turmeric  - Use Thimate 4 kg / acre.,,,,
2473,2473,fertilizer spray on citrus?,fertilizer spray on citrus-19 19 19 - 60 gm + 30 ml microlla / 15 liter of water,,,,
2474,2474,ASKING  ABOUT FERTILIZER DOSE FOR SUGARCANE ?,Apply 10:26:26 2 bag (jai kisan)+ urea 2 bag + zinc sulphate 10 kg + ferrous sulphate 10 kg + manganese sulphate 10 kg + calcium magnesium sulphar 10 kg + boron 5 kg + neem cake 50 kg per acre.,,,,
2475,2475,SOWING SEASON OF WHEAT AND TOMATO  ?,SOWING SEASON OF WHEAT -15 OCT TO 15 NOV AND TOMATO SOWING SEASON PERIOD OCTOBER  ....,,,,
2476,2476,attack of leaf eating caterpillar on redgram?,Spray Quinolphos 30 ml / 15 liter water,,,,
2477,2477,FUNGAL ATTACK   BRINJAL ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL,,,,
2478,2478,ASKED ABOUT ATTACK OF WHITE GRUB ON TURMERIC ?,BY DRIP Drenching Of Chloropyriphos 300 Ml / 200 Lit Of Water/ACRE .,,,,
2479,2479,farmer asked about  varieties custrad apple ?,"custrad apple: plantation information varieties: Balanagar, Lal Sitafal, Memb:",,,,
2480,2480,CATERPILLAR ATTACK ON PIGEON PEA ?,Spray Chloropyriphos 30 ml/15 Lit of Water.,,,,
2481,2481,Attack  Stem Borer on maize?,Stem Borer on maize-SPRAY NUVAN 20 ML / 15 LITERS OF WATER ( Dichlorvos 76% EC),,,,
2482,2482,ASKED ABOUT FERTILIZER DOSE FOR PIGEON PEA ?,FERTILIZER DOSE FOR PIGEON PEA : 1 BAG DAP PER ACRE.,,,,
2483,2483,pod borer ?,"Control of pod borer

1) Larky eggs can be seen on the spleen stalks or on the rear of the nearest page alone or in the cluster. Small larvae break out in 5 to 7 days. This condition is the most dangerous. If this condition is controlled, then the next two sprayers can be read.

2) Spraying of neem extract 5% or chloropyriphos 17 ml per 10 liters of water for control. Quinnolphos or prophnofos mixed with 20 ml per 10 liters of water, make 50% of the crop during flowering and pods. When feeding the seeds, sprinkle the amamacetene benzoate with 4 grams per 10 liters of water, if the increase of groundnut is increased along with the aloe vermicelli.",,,,
2484,2484,ASKING ABOUT CUCUMBER SEASON?,"Cucumber plantation was in Kharif and summer season. In the month of June and summer during the summer season, for the kharif season, the cultivation of Kakadi is done.",,,,
2485,2485,FERTILIZER SPRAY FOR GROWTH IN COTTON ?,SPRAY 00 52 34 4 KG + MICROLLA 300 ML /200 LITERS OF WATER,,,,
2486,2486,ASKED ABOUT ATTACK STEM BORER ON MANGO?,ATTACK STEM BORER ON MANGO: DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD,,,,
2487,2487,asking about FERTILIZER DOSE FOR SUGARCANE ?,APPLICATION OF 10 26 26 2 BAG + UREA 2 BAG + MICRO NUTRIENTS 10 KG + HUMIC ACID 5 KG + NIMBOLI PEND 40 KG/ ACRE,,,,
2488,2488,asking about VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) AJEET-202 AJEET-349,,,,
2489,2489,ASKED ABOUT MARKET RATE OF turmeric?,MARKET RATE OF turmeric-5500-6475RS/QUINTAL.,,,,
2490,2490,ASKED ABOUT CATERPILLAR ATTACK ON PIGEON PEA ?,ASKED ABOUT CATERPILLAR ATTACK ON PIGEON PEA = Spray Chloropyriphos 30 ml + BAVISITN 30 GM /15 Lit of Water.,,,,
2491,2491,ASKING ABOUT SPRAY FOR FLOWERING OF PIGEON PAE ?,Spray Boom flower 30 ml/15 lit of Water.,,,,
2492,2492,Attack of White Grub ? ????? ????????,Use Fertera 3 kg /acre,,,,
2493,2493,ASKED ABOUT POTATO CULTIVATION ?,ROW TO ROW DISTANCE 45 X 60 CM,,,,
2494,2494,FARMER ASKED ABOUT GIR COW INFORMATION ?,"GIR COW INFORMATION These cows generally have a lactation (Vitala) of 3,200 kg with an average 4% fat",,,,
2495,2495,ASKING ABOUT VARIETIES OF CABBAGE  ?,"CABBAGE VARIETY : PRIDE OF INDIA , GOLDEN EKAR",,,,
2496,2496,ASKING ABOUT ATTACK OF blight ON TURMERIC ?,"ABOUT ATTACK OF blight ON TURMERIC Spray Ridomil Gold 45 gm/15 Liter of Water(64% w/wmancozeb+4% w/wmetalaxyl-M)-Syngenta Contact,Systemic,Protectant",,,,
2497,2497,Attack  Stem Borer on mango ?,DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD,,,,
2498,2498,ASKED ABOUT ATTACK OF BORER ON MANGO ?,DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD,,,,
2499,2499,ASKED ABOUT ATTACK OF FLOWER DROP ON COTTON ?,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,,,,
2500,2500,ATTACK OF SHOOT BORER ON JOWER?,Spray Chloropyriphos 30 ml/15 Lit of Water.,,,,
2501,2501,asking about FERTILIZER DOSE FOR citrus ?,FERTILIZER DOSE FOR citrus - 12 61 00 4 kg /ACRE,,,,
2502,2502,ASKED ABOUT FUNGAL ATTACK ON DRUMSTICK ?,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL,,,,
2503,2503,ASKED ABOUT ATTACK OF WILT ON ONION ?,DRENCHING OF BLUE COPPER 30 GM /15 LITER WATER.,,,,
2504,2504,BLIGHT ATTACK turmeric ?,Spray Cabriotop 40 gm/15 Liter of Water-metiram (pyraclostrobin 50% + metiram 55%)Basf,,,,
2505,2505,asked about market rate of soybean ?,partur market rate of soybean- 2951-3101,,,,
2506,2506,"Attack of Aphids,Thrips and Jassids ON CUCUMBER ?",Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,,,,
2507,2507,ASKING ABOUT ATTACK OF CATTERPILLAR ON turmeric  ?,ATTACK OF CATTERPILLAR ON turmeric  - Spray Proclaim 07 gm/15 liter of Water(Emamectin Benzoate)Syngenta,,,,
2508,2508,ASKED ABOUT YELLOWING TURMERIC LEAVE ?,SPRAY OF BLUE COPPER 30 GM /15 LITER WATER,,,,
2509,2509,ASKED ABOUT SUCKING PEST ATTACK ON PAPAYA ?,SPRAY NEEM ARK 1 MILI/ LITER OF 10000 PPM,,,,
2510,2510,ASKING ABOUT SPRAY FOR CONTROLLING FLOWER DROP IN COTTON  ?,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,,,,
2511,2511,asking about Control to store grain pest?,Use Selphos POWDER to control of store grain pest.,,,,
2512,2512,asked about attack of turmeric on mango ?,attack of turmeric on mango  - chloropyriphos 40 ml + geru paste,,,,
2513,2513,VARIETIES OF ACID LIME ?,VARIETIES OF ACID LIME -VIKRAM PRE MALINI SAI SARBATI PHULE SARBATI,,,,
2514,2514,"Attack of Aphids,Thrips and Jassids?",Spray Roger 15 ml+ M 45 30 GM /15 Liter of Water(Dimethoate),,,,
2515,2515,ASKING ABOUT SPRAY FOR FLOWERING ON PIGEON PEA  ?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %),,,,
2516,2516,Asking About Market Rate of cotton  ?,Market Rate of cotton -  5921 rupees/qtl,,,,
2517,2517,FOR FLOWERING for cotton ?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,,,,
2518,2518,ATTACK OF APHIDS  on pigeon pea?,SPRAY BIO 303 - 22 ML / 15 LITERS OF WATER DAMAN,,,,
2519,2519,ASKED ABOUT MARKET RATE OF CHILLI?,MARKET RATE OF CHILLI - MIN-3000  MAX-9000  AVERAGE-5000 RS/QUINTAL,,,,
2520,2520,FARMER ASKED ABOUT MARKET RATE OF CHILLI ?,MARKET RATE OF CHILLI  - 1500 RS/QTL,,,,
2521,2521,ATTACK OF LEAF EATING CATERPILLAR  ON PIGEON PEA?,Spray fame  5ml/15 Lit of Water. (Flubendiamide 480 SC )- Byer Crop Science,,,,
2522,2522,attack of white grub?,for control White Grub use  Rejent  7- 10kg/Acre Application.,,,,
2523,2523,ASKED ABOUT FUNGAL ATTACK ON MANGO ?,Spray Bavistine 30gm/15lit of Water.,,,,
2524,2524,ASKING ABOUT CONTROLL OF BLIGHT ATTACK ON ONION?,CONTROLL OF BLIGHT ATTACK ON ONION-DRAINCHING OF BLUE COPPER 40 GM + HUMIC ACID 30 ML/15 LITER WATER.,,,,
2525,2525,Asked about growth spray of Pomegranate ?,By Drip 19:19:19 3 kg + microlla 1 lit / 200 lit water,,,,
2526,2526,ASKED ABOUT SOWING TIME OF PAPAYA ?,SOWING TIME OF PAPAYA -  SEPTEMBER - OCTOBER  .,,,,
2527,2527,asked about wilt of brinjal ?,wilt of brinjal- SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA,,,,
2528,2528,ASKING ABOUT WHITE GRUB ON ONION?,DRENCHING OF LACENTA 20 MILI/ 15LIT OF WATER (Imidacloprid 40%+ Fipronil 40%)WG  BAYER CROP SCIENCE,,,,
2529,2529,ASKING ABOUT FERTILIZER DOSE FOR ON ONION ?,APPLICATION OF 10:26:26 1 BAG + MICRO NUTRIENTS 10 KG/ACRE,,,,
2530,2530,ATTACK OF SUGARCANE WOOLY APHIDS ?,Spray Rogar 15ml/15 Liter of Water(Dimethoate)-Cheminova,,,,
2531,2531,ASKED ABOUT FUNGAL ATTACK?,SPRAY OF ROKO 15 GM / 15 LITERS OF WATER.,,,,
2532,2532,ASKED ABOUT ATTACK OF THRIPS ON OKRA ?,Lancer Gold 51.8 SP 30 GM /15 LITERS OF WATER -(Acephate 50 + Imidacloprid 1.8 SP) UPL,,,,
2533,2533,Attack  Stem Borer on sugarcane?,Attack  Stem Borer-Phorate 10 gm 10kg/Acre Application.,,,,
2534,2534,FERTILIZER SPRAY FOR GROWTH on cluster bean?,SPRAY 19 19 19 40 GM + MICROLLA 25 ML /15 LITERS OF WATER,,,,
2535,2535,Asking About Market Rate of ONION in PUNE market?,"In PUNE market -

Market Rate of ONION -Minimum- 400 rupees/qtl and maximum - 1000 rupees/qtl",,,,
2536,2536,ASKED ABOUT FRUIT FLY ATTACK ON POMEGRANATE?,SPRAY 1 LITER CHLOROPYRIPHOS + 500 GRAM JAGGARY IN 200 LITRE OF WATER.,,,,
2537,2537,attack of white grub on sugarcane ?,spread fartera 5 kg / acre,,,,
2538,2538,ASKED ABOUT FERTILIZER DOSE FOR POMEGRANATE ?,CALCIUM NITRATE 2 KG + BORON 1 KG / ACRE,,,,
2539,2539,ATTACK OF SUCKING PEST on marigold?,SUCKING PEST on marigold=Spray Actra 5 gm+SAAF 30 GM /15 Liter of Water.(Thiomithoxom 25%)-Syngenta,,,,
2540,2540,ASKING ABOUT FERTILIZER DOSE FOR Pappaya ?,By Drip 00:52:34   3 kg + microlla  300 ml+ BAVISTIN 300 GRAM /ACRE,,,,
2541,2541,ATTACK OF CATERPILLAR ON MARIGOLD?,Spray Quinolphos 30 ml / 15 liter water,,,,
2542,2542,Asked about attack of white grub in sugarcane ?,Lesenta (Imidacloprid 40% + Fipronil 40% w/w WG (80 WG))-150 gram/ 400 litre water.,,,,
2543,2543,asked about fertilizer dose for pomegranate ?,fertilizer dose for pomegranate- 19 19 19 3 kilo + microlla 300 mili / 200 liter/ acre of water through drip,,,,
